"","MonthEnd","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","X4To8WeekWait","X4To8WeekWaitQF","X8To12WeekWait","X8To12WeekWaitQF","X12To16WeekWait","X12To16WeekWaitQF","X16To20WeekWait","X16To20WeekWaitQF","X20To24WeekWait","X20To24WeekWaitQF","X24To28WeekWait","X24To28WeekWaitQF","X28To32WeekWait","X28To32WeekWaitQF","X32To36WeekWait","X32To36WeekWaitQF","X36To40WeekWait","X36To40WeekWaitQF","X40To44WeekWait","X40To44WeekWaitQF","X44To48WeekWait","X44To48WeekWaitQF","X48To52WeekWait","X48To52WeekWaitQF","X52To65WeekWait","X52To65WeekWaitQF","X65To78WeekWait","X65To78WeekWaitQF","X78To91WeekWait","X78To91WeekWaitQF","X91To104WeekWait","X91To104WeekWaitQF","X104To117WeekWait","X104To117WeekWaitQF","X117To130WeekWait","X117To130WeekWaitQF","X130To143WeekWait","X130To143WeekWaitQF","X143To156WeekWait","X143To156WeekWaitQF","Over156WeekWait","Over156WeekWaitQF","date"
"12",20121231,"S92000003","d","Inpatient/Day case","AF","",30,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"13",20121231,"S92000003","d","Inpatient/Day case","AG","",15,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"14",20121231,"S92000003","d","Inpatient/Day case","AH","",330,"",77,"",20,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"15",20121231,"S92000003","d","Inpatient/Day case","AP","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"16",20121231,"S92000003","d","Inpatient/Day case","AQ","",143,"",30,"",26,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"17",20121231,"S92000003","d","Inpatient/Day case","AR","",46,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"18",20121231,"S92000003","d","Inpatient/Day case","AW","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"19",20121231,"S92000003","d","Inpatient/Day case","C1","",1367,"",672,"",104,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"20",20121231,"S92000003","d","Inpatient/Day case","C11","",3331,"",1700,"",314,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"21",20121231,"S92000003","d","Inpatient/Day case","C12","",499,"",231,"",39,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"22",20121231,"S92000003","d","Inpatient/Day case","C13","",812,"",396,"",91,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"23",20121231,"S92000003","d","Inpatient/Day case","C3","",168,"",73,"",10,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"24",20121231,"S92000003","d","Inpatient/Day case","C31","",79,"",46,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"25",20121231,"S92000003","d","Inpatient/Day case","C4","",6,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"26",20121231,"S92000003","d","Inpatient/Day case","C41","",186,"",85,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"27",20121231,"S92000003","d","Inpatient/Day case","C42","",91,"",11,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"28",20121231,"S92000003","d","Inpatient/Day case","C5","",2177,"",1100,"",221,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"29",20121231,"S92000003","d","Inpatient/Day case","C6","",294,"",185,"",108,"",7,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"30",20121231,"S92000003","d","Inpatient/Day case","C7","",3574,"",2385,"",384,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"31",20121231,"S92000003","d","Inpatient/Day case","C8","",5355,"",3930,"",901,"",13,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"32",20121231,"S92000003","d","Inpatient/Day case","C9","",1162,"",587,"",105,"",18,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"33",20121231,"S92000003","d","Inpatient/Day case","CA","",520,"",200,"",9,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"34",20121231,"S92000003","d","Inpatient/Day case","CB","",2343,"",1174,"",250,"",7,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"35",20121231,"S92000003","d","Inpatient/Day case","D1","",198,"",33,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"36",20121231,"S92000003","d","Inpatient/Day case","D3","",211,"",91,"",18,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"37",20121231,"S92000003","d","Inpatient/Day case","D6","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"38",20121231,"S92000003","d","Inpatient/Day case","D8","",276,"",195,"",21,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"39",20121231,"S92000003","d","Inpatient/Day case","E12","",73,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"40",20121231,"S92000003","d","Inpatient/Day case","F2","",2479,"",1180,"",166,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"41",20121231,"S92000003","d","Inpatient/Day case","G1","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"42",20121231,"S92000003","d","Inpatient/Day case","H1","",9,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"43",20121231,"S92000003","d","Inpatient/Day case","H2","",154,"",9,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"44",20121231,"S92000003","d","Inpatient/Day case","J4","",53,"",7,"",2,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"45",20121231,"S92000003","d","Inpatient/Day case","RH","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"46",20121231,"S92000003","d","Inpatient/Day case","Z9","d",27695,"",14949,"",2825,"",63,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"47",20121231,"S92000003","d","New Outpatient","A1","",2742,"",812,"",240,"",83,"",29,"",22,"",6,"",3,"",5,"",1,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",1,"",0,"",2012-12-31
"48",20121231,"S92000003","d","New Outpatient","A2","",3911,"",2520,"",775,"",14,"",5,"",5,"",2,"",1,"",0,"",0,"",2,"",1,"",0,"",1,"",1,"",3,"",0,"",0,"",0,"",0,"",0,"",1,"",2012-12-31
"49",20121231,"S92000003","d","New Outpatient","A21","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"50",20121231,"S92000003","d","New Outpatient","A3","",593,"",120,"",19,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"51",20121231,"S92000003","d","New Outpatient","A6","",274,"",98,"",23,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",2012-12-31
"52",20121231,"S92000003","d","New Outpatient","A7","",8548,"",7390,"",2971,"",263,"",84,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",2,"",2012-12-31
"53",20121231,"S92000003","d","New Outpatient","A8","",552,"",507,"",288,"",22,"",2,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"54",20121231,"S92000003","d","New Outpatient","A81","",641,"",417,"",102,"",7,"",1,"",1,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",2012-12-31
"55",20121231,"S92000003","d","New Outpatient","A82","",484,"",291,"",67,"",8,"",7,"",1,"",2,"",1,"",3,"",2,"",0,"",1,"",1,"",2,"",0,"",0,"",0,"",0,"",1,"",2,"",0,"",0,"",2012-12-31
"56",20121231,"S92000003","d","New Outpatient","A9","",6579,"",4434,"",2409,"",469,"",84,"",32,"",37,"",18,"",9,"",6,"",3,"",0,"",1,"",4,"",1,"",1,"",1,"",0,"",0,"",0,"",3,"",1,"",2012-12-31
"57",20121231,"S92000003","d","New Outpatient","AB","",1029,"",459,"",94,"",14,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"58",20121231,"S92000003","d","New Outpatient","AD","",168,"",7,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"59",20121231,"S92000003","d","New Outpatient","AF","",2629,"",1809,"",444,"",27,"",3,"",4,"",1,"",0,"",2,"",2,"",5,"",1,"",1,"",0,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",2012-12-31
"60",20121231,"S92000003","d","New Outpatient","AFA","",230,"",150,"",32,"",6,"",5,"",2,"",5,"",8,"",3,"",3,"",2,"",1,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"61",20121231,"S92000003","d","New Outpatient","AG","",392,"",120,"",36,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"62",20121231,"S92000003","d","New Outpatient","AH","",3406,"",3051,"",1801,"",426,"",110,"",40,"",35,"",7,"",2,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"63",20121231,"S92000003","d","New Outpatient","AM","",12,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"64",20121231,"S92000003","d","New Outpatient","AP","",243,"",83,"",31,"",8,"",5,"",5,"",4,"",0,"",0,"",0,"",0,"",1,"",4,"",1,"",1,"",1,"",3,"",1,"",1,"",0,"",0,"",0,"",2012-12-31
"65",20121231,"S92000003","d","New Outpatient","AQ","",2867,"",2041,"",1035,"",300,"",124,"",53,"",8,"",3,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",2,"",0,"",0,"",1,"",0,"",0,"",1,"",2012-12-31
"66",20121231,"S92000003","d","New Outpatient","AR","",1909,"",1733,"",1172,"",183,"",68,"",48,"",50,"",50,"",42,"",43,"",33,"",21,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",2,"",0,"",2,"",2012-12-31
"67",20121231,"S92000003","d","New Outpatient","AV","",75,"",46,"",40,"",27,"",14,"",8,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"68",20121231,"S92000003","d","New Outpatient","AW","",11,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"69",20121231,"S92000003","d","New Outpatient","C1","",3003,"",1496,"",509,"",37,"",8,"",1,"",1,"",2,"",2,"",2,"",2,"",1,"",3,"",1,"",0,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",2012-12-31
"70",20121231,"S92000003","d","New Outpatient","C11","",6745,"",4741,"",1989,"",198,"",115,"",69,"",26,"",10,"",6,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",1,"",1,"",1,"",2,"",2012-12-31
"71",20121231,"S92000003","d","New Outpatient","C12","",1263,"",830,"",316,"",4,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"72",20121231,"S92000003","d","New Outpatient","C13","",2261,"",1733,"",735,"",51,"",15,"",10,"",3,"",2,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"73",20121231,"S92000003","d","New Outpatient","C2","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"74",20121231,"S92000003","d","New Outpatient","C3","",792,"",775,"",192,"",34,"",14,"",16,"",7,"",5,"",3,"",4,"",2,"",3,"",3,"",6,"",4,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",2012-12-31
"75",20121231,"S92000003","d","New Outpatient","C31","",432,"",379,"",388,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"76",20121231,"S92000003","d","New Outpatient","C4","",8,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"77",20121231,"S92000003","d","New Outpatient","C41","",151,"",40,"",8,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"78",20121231,"S92000003","d","New Outpatient","C42","",63,"",17,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"79",20121231,"S92000003","d","New Outpatient","C5","",8262,"",6284,"",2919,"",99,"",14,"",2,"",1,"",0,"",1,"",0,"",0,"",1,"",1,"",5,"",2,"",2,"",1,"",0,"",1,"",1,"",0,"",0,"",2012-12-31
"80",20121231,"S92000003","d","New Outpatient","C51","",47,"",23,"",10,"",10,"",5,"",7,"",10,"",6,"",8,"",6,"",7,"",8,"",11,"",7,"",20,"",30,"",31,"",9,"",0,"",0,"",0,"",0,"",2012-12-31
"81",20121231,"S92000003","d","New Outpatient","C6","",725,"",655,"",351,"",65,"",38,"",10,"",4,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"82",20121231,"S92000003","d","New Outpatient","C7","",7990,"",6750,"",2881,"",386,"",257,"",114,"",41,"",14,"",32,"",3,"",2,"",1,"",3,"",3,"",4,"",0,"",4,"",3,"",0,"",0,"",0,"",3,"",2012-12-31
"83",20121231,"S92000003","d","New Outpatient","C8","",9786,"",8509,"",5394,"",321,"",110,"",9,"",4,"",6,"",1,"",0,"",3,"",1,"",0,"",3,"",3,"",4,"",2,"",1,"",0,"",1,"",0,"",0,"",2012-12-31
"84",20121231,"S92000003","d","New Outpatient","C9","",1427,"",962,"",799,"",4,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",2012-12-31
"85",20121231,"S92000003","d","New Outpatient","CA","",864,"",547,"",192,"",10,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"86",20121231,"S92000003","d","New Outpatient","CB","",5028,"",3432,"",1275,"",253,"",128,"",51,"",45,"",26,"",56,"",33,"",25,"",21,"",21,"",65,"",17,"",1,"",1,"",0,"",0,"",2,"",0,"",1,"",2012-12-31
"87",20121231,"S92000003","d","New Outpatient","D1","",46,"",16,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"88",20121231,"S92000003","d","New Outpatient","D3","",1015,"",632,"",264,"",2,"",2,"",4,"",6,"",3,"",2,"",1,"",3,"",2,"",3,"",0,"",0,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"89",20121231,"S92000003","d","New Outpatient","D4","",353,"",345,"",106,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"90",20121231,"S92000003","d","New Outpatient","D5","",838,"",577,"",364,"",10,"",9,"",2,"",3,"",1,"",4,"",0,"",0,"",2,"",1,"",1,"",4,"",0,"",1,"",1,"",1,"",0,"",0,"",0,"",2012-12-31
"91",20121231,"S92000003","d","New Outpatient","D6","",782,"",685,"",240,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"92",20121231,"S92000003","d","New Outpatient","D8","",346,"",150,"",32,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",2012-12-31
"93",20121231,"S92000003","d","New Outpatient","E12","",317,"",241,"",111,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"94",20121231,"S92000003","d","New Outpatient","F2","",7019,"",5391,"",2012,"",39,"",4,"",3,"",3,"",3,"",1,"",1,"",2,"",0,"",1,"",0,"",1,"",2,"",2,"",0,"",0,"",0,"",0,"",3,"",2012-12-31
"95",20121231,"S92000003","d","New Outpatient","H1","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
"96",20121231,"S92000003","d","New Outpatient","H2","",476,"",31,"",3,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"97",20121231,"S92000003","d","New Outpatient","J3","",14,"",11,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"98",20121231,"S92000003","d","New Outpatient","J4","",736,"",279,"",52,"",3,"",2,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",2012-12-31
"99",20121231,"S92000003","d","New Outpatient","J5","",39,"",15,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"100",20121231,"S92000003","d","New Outpatient","R3","",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",NA,":u",2012-12-31
